Time (milliseconds),X,Y,Z
3604054,-152,80,-1056
3604074,-152,80,-1060
3604095,-156,80,-1060
3604115,-156,76,-1064
3604136,-148,72,-1060
3604156,-156,68,-1060
3604176,-156,76,-1068
3604202,-152,76,-1048
3604217,-160,80,-1056
3604237,-148,68,-1048
3604257,-152,64,-1044
3604277,-148,68,-1048
3604298,-148,64,-1052
3604318,-148,64,-1044
3604338,-148,60,-1040
3604359,-148,64,-1040
3604379,-144,52,-1024
3604400,-144,64,-1028
3604420,-148,44,-1024
3604446,-144,52,-1032
3604461,-148,52,-1020
3604481,-136,56,-1012
3604501,-144,48,-1012
3604521,-132,40,-1008
3604541,-136,36,-988
3604562,-132,36,-984
3604582,-128,28,-984
3604602,-124,24,-972
3604623,-132,28,-968
3604643,-128,32,-972
3604663,-132,20,-972
3604684,-132,16,-964
3604704,-124,20,-956
3604725,-124,4,-956
3604745,-116,4,-956
3604765,-120,0,-952
3604785,-116,0,-948
3604805,-116,8,-956
3604826,-120,0,-948
3604846,-112,-8,-944
3604866,-112,-8,-944
3604887,-112,-12,-944
3604907,-112,-12,-980
3604930,-120,0,-948
3604948,-124,-16,-952
3604968,-100,-20,-960
3604988,-100,-12,-956
3605008,-104,-20,-964
3605028,-100,-24,-956
3605049,-100,-28,-960
3605069,-100,-32,-960
3605089,-100,-36,-960
3605110,-104,-20,-956
3605130,-108,-28,-956
3605150,-100,-32,-968
3605174,-104,-28,-968
3605191,-104,-36,-972
3605211,-108,-40,-968
3605231,-108,-44,-968
3605252,-100,-36,-968
3605272,-104,-40,-972
3605292,-108,-44,-964
3605313,-100,-36,-964
3605333,-104,-36,-968
3605353,-108,-40,-968
3605374,-116,-40,-972
3605402,-112,-40,-980
3605414,-100,-36,-968
3605435,-108,-40,-976
3605455,-108,-28,-980
3605475,-104,-36,-972
3605496,-116,-32,-984
3605516,-120,-24,-984
3605536,-112,-16,-984
3605557,-108,-12,-988
3605577,-120,-8,-984
3605597,-124,-16,-988
3605617,-120,-16,-996
3605642,-112,-8,-992
3605658,-112,0,-1004
3605678,-124,0,-1004
3605699,-124,8,-1000
3605719,-136,8,-1016
3605739,-136,12,-1008
3605760,-136,12,-1024
3605780,-132,16,-1024
3605800,-132,24,-1032
3605821,-140,32,-1032
3605841,-140,32,-1028
3605861,-148,40,-1040
3605886,-152,36,-1048
3605901,-148,36,-1040
3605922,-136,40,-1040
3605942,-144,52,-1044
3605962,-148,52,-1052
3605983,-140,56,-1060
3606003,-156,56,-1060
3606024,-152,64,-1056
3606044,-156,68,-1068
3606064,-148,72,-1068
3606085,-148,68,-1072
3606114,-156,68,-1068
3606125,-156,64,-1064
3606145,-152,68,-1056
3606165,-156,72,-1064
3606186,-156,72,-1060
3606206,-156,64,-1068
3606226,-148,76,-1064
3606247,-152,80,-1060
3606267,-148,80,-1060
3606288,-152,80,-1056
3606308,-152,76,-1060
3606328,-152,68,-1056
3606354,-152,72,-1048
3606369,-148,68,-1048
3606389,-152,68,-1052
3606409,-152,64,-1048
3606429,-152,68,-1052
3606450,-148,64,-1036
3606470,-144,64,-1040
3606490,-144,64,-1044
3606511,-148,56,-1036
3606531,-152,68,-1044
3606552,-152,64,-1036
3606572,-156,60,-1020
3606710,-144,32,-996
3606714,-136,28,-996
3606718,-136,28,-996
3606722,-136,28,-996
3606726,-136,28,-996
3606730,-136,28,-996
3606734,-140,40,-1000
3606738,-140,40,-1000
3606754,-136,32,-996
3606775,-132,32,-980
3606795,-128,24,-968
3606816,-128,16,-968
3606838,-128,16,-964
3606856,-120,12,-964
3606877,-124,8,-960
3606897,-124,0,-960
3606917,-120,8,-956
3606937,-120,4,-956
3606957,-124,0,-948
3606978,-112,-8,-944
3606998,-112,-8,-952
3607018,-116,-12,-948
3607039,-104,-8,-952
3607059,-108,-16,-948
3607082,-116,-16,-936
3607099,-108,-20,-952
3607119,-108,-16,-952
3607141,-108,-12,-952
3607161,-104,-24,-956
3607181,-100,-32,-968
3607201,-104,-32,-956
3607221,-104,-32,-952
3607241,-112,-28,-956
3607262,-100,-32,-956
3607282,-104,-32,-968
3607302,-96,-44,-968
3607326,-92,-36,-968
3607343,-100,-40,-964
3607363,-108,-44,-968
3607383,-104,-40,-972
3607404,-112,-40,-972
3607424,-104,-48,-980
3607444,-100,-44,-976
3607465,-104,-40,-968
3607485,-100,-40,-976
3607505,-104,-32,-976
3607526,-108,-36,-976
3607546,-108,-40,-972
3607566,-108,-40,-972
3607586,-104,-32,-976
3607607,-108,-40,-968
3607627,-112,-24,-972
3607647,-116,-24,-980
3607668,-100,-24,-968
3607688,-116,-28,-976
3607708,-112,-32,-988
3607729,-116,-12,-984
3607749,-116,-16,-996
3607769,-108,-16,-992
3607794,-124,-4,-996
3607810,-120,0,-1008
3607830,-128,8,-1000
3607850,-132,16,-1012
3607871,-132,16,-1008
3607891,-132,20,-1016
3607911,-140,28,-1020
3607932,-136,24,-1032
3607952,-140,32,-1028
3607972,-136,36,-1040
3607993,-140,32,-1036
3608013,-140,40,-1044
3608038,-140,40,-1044
3608053,-140,44,-1048
3608074,-140,56,-1056
3608094,-152,56,-1060
3608114,-144,64,-1060
3608135,-148,64,-1048
3608155,-144,52,-1060
3608175,-144,60,-1064
3608196,-148,60,-1056
3608216,-144,56,-1068
3608237,-152,68,-1072
3608257,-160,72,-1068
3608282,-148,76,-1076
3608297,-148,76,-1068
3608317,-152,72,-1064
3608338,-156,76,-1060
3608358,-160,80,-1068
3608378,-148,68,-1060
3608399,-144,76,-1056
3608419,-148,76,-1060
3608440,-144,72,-1052
3608460,-148,76,-1060
3608480,-152,72,-1056
3608506,-156,76,-1056
3608520,-152,64,-1048
3608541,-144,60,-1044
3608561,-152,64,-1044
3608581,-148,60,-1048
3608602,-148,64,-1040
3608622,-152,68,-1052
3608642,-152,64,-1036
3608663,-152,60,-1024
3608683,-148,60,-1028
3608704,-144,52,-1004
3608724,-144,48,-1000
3608750,-140,40,-988
3608765,-140,36,-996
3608785,-140,44,-996
3608805,-140,48,-996
3608825,-140,36,-976
3608845,-136,32,-976
3608865,-128,28,-980
3608886,-136,28,-968
3608906,-128,28,-964
3608927,-132,24,-968
3608947,-136,12,-960
3608968,-124,16,-952
3608990,-124,12,-952
3609008,-124,12,-960
3609028,-120,4,-960
3609048,-112,12,-944
3609068,-120,-4,-956
3609089,-112,-4,-948
3609109,-104,-4,-952
3609129,-112,-12,-940
3609150,-108,-20,-944
3609170,-104,-16,-948
3609190,-108,-24,-948
3609210,-108,-20,-952
3609234,-108,-24,-948
3609251,-104,-32,-960
3609271,-104,-36,-952
3609292,-104,-24,-956
3609312,-104,-32,-948
3609332,-104,-32,-952
3609353,-100,-44,-964
3609373,-100,-40,-968
3609393,-108,-40,-972
3609413,-104,-40,-968
3609434,-100,-44,-972
3609454,-96,-40,-980
3609478,-108,-40,-968
3609495,-104,-52,-972
3609515,-104,-44,-960
3609535,-104,-44,-964
3609556,-108,-44,-964
3609576,-104,-44,-972
3609596,-104,-40,-976
3609617,-104,-36,-968
3609637,-104,-44,-980
3609657,-112,-44,-968
3609677,-116,-32,-980
3609706,-104,-32,-976
3609718,-108,-24,-976
3609738,-108,-36,-980
3609759,-112,-32,-984
3609779,-108,-32,-980
3609799,-108,-32,-980
3609820,-120,-20,-984
3609840,-116,-16,-996
3609860,-120,-8,-996
3609881,-128,12,-1004
3609901,-128,8,-1004
3609921,-124,8,-1004
3609946,-128,8,-1012
3609962,-124,4,-1004
3609982,-132,12,-1012
3610002,-132,12,-1020
3610023,-144,16,-1024
3610043,-132,28,-1028
3610063,-136,24,-1024
3610084,-140,36,-1040
3610104,-152,48,-1044
3610124,-148,52,-1056
3610145,-140,48,-1048
3610165,-148,48,-1048
3610190,-140,56,-1068
3610205,-152,56,-1064
3610226,-148,72,-1064
3610246,-148,72,-1064
3610266,-148,72,-1064
3610286,-152,64,-1064
3610307,-148,64,-1056
3610327,-152,68,-1060
3610348,-148,72,-1064
3610368,-152,72,-1064
3610388,-156,68,-1072
3610514,-152,72,-1052
3610518,-152,72,-1052
3610522,-152,72,-1052
3610526,-152,72,-1052
3610530,-152,76,-1056
3610534,-152,76,-1056
3610538,-152,76,-1056
3610550,-152,64,-1056
3610571,-148,64,-1044
3610591,-152,72,-1056
3610611,-148,64,-1048
3610632,-160,72,-1044
3610654,-148,68,-1032
3610673,-148,60,-1032
3610693,-148,48,-1032
3610713,-144,60,-1036
3610733,-156,56,-1032
3610753,-144,60,-1028
3610774,-140,52,-1036
3610794,-148,56,-1028
3610814,-148,44,-1024
3610835,-144,44,-1004
3610856,-148,44,-996
3610876,-140,32,-992
3610902,-136,28,-980
3610916,-140,40,-996
3610937,-140,32,-984
3610956,-148,28,-988
3610976,-136,24,-976
3610997,-132,20,-968
3611017,-128,16,-964
3611037,-128,12,-960
3611058,-124,12,-956
3611078,-116,4,-952
3611098,-116,-4,-948
3611119,-120,-8,-940
3611142,-120,-4,-932
3611159,-120,0,-944
3611180,-116,-4,-952
3611200,-112,-8,-944
3611220,-108,-12,-948
3611241,-112,-16,-952
3611261,-104,-16,-944
3611281,-108,-12,-948
3611301,-112,-24,-948
3611322,-100,-20,-948
3611342,-104,-24,-952
3611362,-100,-32,-956
3611386,-112,-28,-952
3611403,-108,-28,-956
3611423,-108,-28,-964
3611444,-104,-28,-956
3611464,-104,-36,-968
3611484,-100,-44,-964
3611505,-100,-44,-968
3611525,-100,-48,-968
3611545,-104,-44,-976
3611565,-100,-28,-976
3611586,-104,-44,-980
3611606,-104,-40,-976
3611630,-104,-44,-972
3611647,-100,-48,-976
3611667,-100,-44,-972
3611687,-104,-36,-980
3611707,-104,-44,-976
3611728,-116,-36,-968
3611748,-108,-36,-980
3611769,-108,-36,-976
3611789,-104,-32,-980
3611809,-100,-40,-972
3611829,-104,-28,-976
3611854,-108,-32,-972
3611870,-108,-8,-984
3611890,-120,-12,-1000
3611910,-124,-12,-996
3611931,-112,-12,-988
3611951,-124,0,-992
3611972,-124,-8,-1004
3611992,-124,0,-1008
3612012,-132,12,-1020
3612032,-136,24,-1024
3612053,-144,32,-1028
3612073,-136,40,-1020
3612098,-140,24,-1008
3612113,-136,24,-1024
3612134,-132,24,-1036
3612154,-144,28,-1032
3612174,-140,32,-1056
3612195,-144,48,-1040
3612215,-140,48,-1048
3612236,-144,48,-1056
3612256,-140,48,-1056
3612276,-144,56,-1060
3612297,-148,52,-1060
3612317,-144,60,-1064
3612342,-140,60,-1068
3612357,-148,52,-1060
3612377,-148,68,-1068
3612397,-148,68,-1072
3612418,-148,64,-1068
3612438,-156,72,-1064
3612458,-144,76,-1064
3612478,-148,72,-1056
3612499,-156,76,-1072
3612519,-152,68,-1064
3612539,-148,72,-1064
3612562,-152,64,-1064
3612580,-148,60,-1060
3612600,-148,68,-1060
3612621,-152,68,-1056
3612641,-160,72,-1056
3612661,-152,64,-1052
3612682,-152,68,-1052
3612702,-152,52,-1044
3612722,-148,48,-1040
3612743,-148,56,-1040
3612763,-148,68,-1044
3612783,-156,68,-1036
3612806,-156,60,-1036
3612824,-144,52,-1016
3612844,-148,52,-1004
3612864,-136,36,-992
3612885,-140,36,-988
3612905,-140,32,-992
3612925,-144,40,-992
3612945,-140,36,-984
3612966,-136,36,-988
3612986,-136,28,-980
3613006,-132,16,-976
3613027,-132,16,-980
3613050,-128,24,-972
3613067,-132,12,-956
3613088,-124,16,-956
3613108,-128,8,-960
3613128,-124,4,-956
3613148,-124,8,-944
3613169,-116,0,-948
3613189,-128,0,-952
3613209,-112,-8,-944
3613230,-112,-8,-944
3613250,-116,-12,-944
3613270,-108,-8,-952
3613294,-112,-16,-948
3613311,-104,-20,-948
3613332,-108,-24,-960
3613352,-108,-28,-952
3613372,-104,-32,-952
3613393,-108,-36,-956
3613413,-100,-28,-952
3613433,-108,-24,-952
3613453,-104,-28,-960
3613473,-104,-32,-956
3613493,-108,-40,-960
3613514,-108,-40,-960
3613538,-108,-32,-972
3613555,-100,-36,-968
3613575,-104,-40,-964
3613596,-100,-44,-964
3613616,-108,-48,-968
3613636,-100,-32,-968
3613657,-104,-48,-972
3613677,-104,-36,-972
3613697,-100,-40,-968
3613717,-112,-44,-968
3613737,-112,-44,-972
3613757,-116,-36,-972
3613782,-116,-40,-968
3613798,-108,-32,-980
3613818,-116,-32,-980
3613839,-104,-32,-980
3613859,-116,-28,-980
3613880,-108,-28,-980
3613900,-124,-20,-988
3613920,-116,-8,-992
3613940,-124,-16,-984
3613960,-116,-16,-996
3613981,-116,-20,-988
3614006,-124,-8,-1000
3614021,-128,4,-1004
3614042,-132,8,-1012
3614062,-136,12,-1012
3614082,-132,12,-1012
3614102,-132,16,-1028
3614123,-132,8,-1020
3614143,-132,16,-1016
3614163,-128,20,-1024
3614184,-136,20,-1028
3614204,-136,24,-1044
3614224,-152,36,-1044
3614358,-144,60,-1060
3614362,-144,60,-1060
3614366,-144,68,-1068
3614370,-144,68,-1068
3614374,-144,68,-1068
3614378,-144,68,-1068
3614382,-144,68,-1068
3614387,-148,68,-1060
3614407,-148,56,-1060
3614427,-148,68,-1068
3614448,-148,64,-1060
3614468,-148,72,-1064
3614494,-152,76,-1064
3614509,-148,68,-1060
3614529,-152,72,-1060
3614549,-144,72,-1064
3614569,-140,76,-1056
3614590,-152,76,-1056
3614610,-152,76,-1052
3614630,-148,76,-1056
3614651,-152,72,-1052
3614671,-148,72,-1052
3614691,-152,76,-1048
3614718,-144,60,-1052
3614732,-152,64,-1040
3614752,-144,60,-1032
3614773,-152,56,-1048
3614793,-148,56,-1032
3614813,-152,52,-1032
3614833,-148,52,-1032
3614854,-148,52,-1016
3614874,-144,44,-1012
3614894,-144,44,-1020
3614915,-148,44,-1012
3614935,-140,52,-1000
3614958,-148,36,-988
3614976,-144,36,-988
3614996,-136,32,-996
3615016,-136,24,-992
3615037,-140,28,-992
3615057,-136,24,-984
3615077,-132,32,-988
3615097,-128,24,-972
3615117,-132,12,-972
3615138,-124,20,-968
3615158,-124,4,-956
3615178,-124,4,-952
3615206,-116,0,-956
3615219,-116,-4,-940
3615240,-108,-12,-948
3615260,-120,-4,-944
3615280,-112,-4,-948
3615300,-120,-12,-984
3615321,-112,-16,-944
3615341,-124,-16,-952
3615361,-108,-24,-952
3615381,-108,-20,-948
3615402,-116,-20,-952
3615422,-116,-24,-952
3615446,-112,-24,-968
3615463,-108,-20,-952
3615483,-116,-24,-956
3615504,-112,-40,-956
3615524,-112,-36,-964
3615544,-104,-36,-968
3615565,-104,-32,-968
3615585,-112,-36,-968
3615605,-108,-44,-968
3615625,-108,-32,-968
3615645,-100,-36,-968
3615665,-104,-40,-980
3615690,-100,-40,-980
3615706,-112,-36,-972
3615727,-108,-52,-980
3615747,-108,-48,-968
3615767,-108,-44,-968
3615787,-104,-44,-972
3615807,-104,-48,-984
3615828,-112,-40,-972
3615848,-104,-36,-972
3615868,-112,-36,-972
3615889,-100,-40,-968
3615918,-108,-28,-976
3615929,-108,-28,-976
3615950,-112,-32,-984
3615970,-116,-24,-984
3615990,-116,-24,-988
3616011,-112,-16,-996
3616031,-128,-8,-996
3616051,-128,0,-1004
3616072,-132,0,-1004
3616092,-128,8,-1008
3616112,-128,4,-1012
3616133,-124,12,-1012
3616158,-136,20,-1024
3616173,-132,16,-1016
3616193,-132,12,-1028
3616214,-132,16,-1036
3616234,-140,28,-1020
3616254,-136,32,-1040
3616275,-140,36,-1056
3616295,-144,48,-1052
3616315,-140,44,-1052
3616336,-144,44,-1060
3616356,-148,60,-1056
3616376,-140,52,-1056
3616402,-152,52,-1044
3616417,-144,48,-1060
3616437,-148,60,-1056
3616457,-144,56,-1060
3616478,-144,64,-1056
3616498,-144,68,-1064
3616518,-148,68,-1060
3616539,-152,72,-1064
3616559,-152,60,-1060
3616579,-144,68,-1064
3616600,-152,64,-1068
3616626,-144,72,-1064
3616640,-144,64,-1056
3616661,-152,64,-1052
3616681,-152,68,-1052
3616701,-148,64,-1048
3616721,-152,72,-1056
3616741,-148,64,-1052
3616762,-148,64,-1044
3616782,-148,64,-1048
3616802,-144,52,-1040
3616823,-144,56,-1048
3616843,-148,64,-1044
3616866,-156,52,-1036
3616884,-148,64,-1040
3616904,-144,56,-1036
3616925,-152,48,-1016
3616945,-140,48,-1016
3616965,-140,44,-1008
3616985,-136,40,-1004
3617005,-140,28,-992
3617026,-144,32,-980
3617046,-132,32,-976
3617066,-144,28,-976
3617087,-140,28,-984
3617110,-144,28,-980
3617128,-144,28,-968
3617148,-140,24,-972
3617168,-128,12,-972
3617189,-128,8,-960
3617209,-128,12,-964
3617229,-120,20,-952
3617249,-116,8,-956
3617269,-120,0,-952
3617290,-124,0,-952
3617310,-120,-4,-952
3617330,-116,-8,-944
3617358,-112,4,-944
3617371,-116,0,-944
3617391,-108,-8,-944
3617411,-108,-12,-948
3617432,-104,-20,-948
3617453,-112,-16,-944
3617473,-104,-32,-956
3617493,-108,-32,-952
3617513,-112,-24,-960
3617533,-104,-32,-956
3617553,-96,-32,-956
3617574,-112,-36,-960
3617598,-112,-36,-956
3617614,-108,-32,-964
3617634,-116,-28,-960
3617655,-104,-32,-964
3617675,-104,-44,-968
3617695,-104,-36,-972
3617716,-104,-36,-968
3617736,-104,-36,-968
3617756,-108,-40,-972
3617777,-112,-40,-972
3617797,-112,-48,-976
3617817,-112,-40,-968
3617842,-104,-44,-968
3617858,-108,-36,-972
3617878,-112,-52,-976
3617899,-108,-48,-972
3617919,-116,-44,-984
3617939,-108,-44,-988
3617960,-116,-44,-980
3617980,-116,-32,-984
3618000,-112,-32,-984
3618020,-116,-20,-988
3618041,-120,-12,-996
3618158,-116,-8,-1008
3618174,-132,0,-1012
3618178,-132,0,-1012
3618182,-128,8,-1024
3618186,-128,8,-1024
3618190,-128,8,-1024
3618194,-128,8,-1024
3618203,-132,0,-1020
3618224,-128,4,-1028
3618244,-132,20,-1028
3618264,-136,16,-1028
3618285,-136,12,-1032
3618305,-136,24,-1048
3618325,-144,36,-1036
3618345,-136,40,-1048
3618365,-148,44,-1044
3618386,-140,56,-1068
3618406,-148,56,-1056
3618426,-144,52,-1064
3618447,-140,60,-1064
3618467,-144,52,-1064
3618487,-140,64,-1064
3618507,-152,64,-1064
3618528,-140,56,-1056
3618558,-152,60,-1072
3618569,-152,60,-1060
3618589,-156,64,-1056
3618609,-152,60,-1064
3618629,-152,64,-1064
3618650,-152,52,-1056
3618670,-148,68,-1060
3618690,-148,68,-1064
3618711,-152,64,-1064
3618731,-160,64,-1052
3618752,-156,68,-1052
3618772,-152,60,-1056
3618798,-148,64,-1052
3618812,-152,64,-1048
3618832,-144,68,-1052
3618852,-144,64,-1044
3618873,-148,52,-1040
3618893,-144,56,-1036
3618913,-152,48,-1028
3618934,-148,60,-1040
3618954,-144,56,-1044
3618975,-148,56,-1036
3618995,-144,44,-1024
3619022,-144,56,-1024
3619036,-148,48,-1016
3619056,-148,40,-1004
3619076,-136,36,-1000
3619097,-144,36,-1000
3619116,-140,40,-1004
3619137,-148,40,-984
3619157,-140,28,-988
3619177,-132,20,-980
3619198,-136,24,-980
3619218,-132,20,-972
3619238,-132,24,-972
3619266,-136,16,-980
3619279,-128,20,-960
3619299,-132,12,-960
3619319,-124,8,-956
3619340,-120,8,-960
3619360,-124,-4,-940
3619380,-116,0,-944
3619401,-112,-4,-944
3619421,-116,-8,-940
3619441,-112,-4,-940
3619461,-120,-4,-956
3619482,-120,-8,-948
3619502,-116,-8,-952
3619526,-120,-16,-956
3619543,-116,-16,-960
3619563,-104,-24,-960
3619583,-108,-28,-956
3619604,-116,-24,-960
3619624,-104,-36,-960
3619644,-120,-36,-960
3619665,-120,-32,-960
3619685,-112,-40,-960
3619705,-104,-36,-972
3619725,-108,-36,-964
3619754,-104,-44,-976
3619766,-104,-40,-968
3619786,-104,-48,-972
3619807,-112,-40,-980
3619827,-104,-44,-976
3619847,-112,-44,-976
3619868,-108,-40,-976
3619888,-104,-44,-980
3619908,-104,-44,-980
3619928,-104,-44,-968
3619949,-108,-40,-976
3619969,-108,-44,-968
3619994,-108,-36,-976
3620010,-116,-44,-968
3620030,-108,-40,-976
3620050,-104,-28,-984
3620071,-112,-24,-976
3620091,-108,-32,-980
3620112,-108,-20,-980
3620132,-116,-24,-984
3620152,-120,-20,-992
3620173,-116,-8,-992
3620193,-124,-16,-992
3620213,-120,-12,-996
3620238,-128,4,-1012
3620253,-132,4,-1000
3620273,-136,8,-1016
3620294,-132,16,-1024
3620314,-140,12,-1028
3620334,-128,24,-1032
3620355,-140,20,-1036
3620376,-140,32,-1032
3620396,-136,28,-1056
3620416,-140,32,-1052
3620437,-136,44,-1044
3620466,-136,40,-1056
3620477,-148,36,-1048
3620497,-144,44,-1056
3620517,-140,52,-1048
3620537,-144,52,-1056
3620558,-140,52,-1064
3620578,-148,52,-1068
3620598,-148,60,-1060
3620618,-140,64,-1064
3620639,-144,56,-1056
3620659,-148,72,-1072
3620679,-148,64,-1064
3620702,-152,64,-1068
3620720,-148,68,-1064
3620740,-148,60,-1060
3620761,-148,64,-1060
3620781,-152,72,-1060
3620801,-156,64,-1056
3620822,-148,60,-1060
3620842,-152,64,-1060
3620862,-144,64,-1060
3620882,-144,64,-1052
3620903,-152,56,-1056
3620923,-148,64,-1044
3620946,-156,64,-1044
3620964,-152,56,-1052
3620984,-144,56,-1044
3621004,-148,52,-1040
3621025,-148,56,-1040
3621045,-140,52,-1032
3621065,-152,56,-1024
3621085,-144,44,-1024
3621106,-144,44,-1000
3621126,-144,48,-1000
3621146,-136,40,-996
3621174,-144,40,-1000
3621187,-144,32,-988
3621207,-140,28,-988
3621228,-136,36,-980
3621248,-140,28,-988
3621268,-140,24,-980
3621289,-140,20,-980
3621309,-136,20,-968
3621329,-136,16,-972
3621349,-136,16,-956
3621370,-124,8,-956
3621390,-124,4,-952
3621410,-128,4,-960
3621434,-128,0,-952
3621451,-128,0,-956
3621471,-116,0,-952
3621492,-124,0,-952
3621512,-120,0,-948
3621532,-112,-12,-948
3621553,-116,-12,-948
3621573,-104,-8,-956
3621593,-108,-16,-956
3621613,-112,-20,-952
3621634,-108,-20,-948
3621654,-108,-24,-956
3621678,-104,-20,-972
3621694,-112,-28,-960
3621715,-112,-36,-964
3621736,-112,-28,-972
3621756,-112,-36,-964
3621776,-108,-44,-956
3621797,-112,-44,-972
3621817,-112,-44,-964
3621837,-100,-36,-964
3621857,-112,-44,-972
3621877,-108,-40,-968
3622014,-112,-48,-976
3622018,-112,-48,-976
3622022,-112,-32,-972
3622026,-112,-32,-972
3622030,-112,-32,-972
3622034,-112,-32,-972
3622038,-112,-32,-972
3622042,-108,-44,-972
3622061,-112,-44,-976
3622081,-108,-44,-980
3622101,-108,-36,-984
3622121,-112,-32,-984
3622146,-116,-40,-984
3622161,-120,-32,-992
3622182,-128,-24,-988
3622202,-120,-20,-980
3622223,-124,-16,-988
3622243,-116,-16,-988
3622264,-120,-16,-996
3622284,-112,-20,-1000
3622304,-120,-4,-1000
3622324,-128,-8,-1000
3622345,-132,-8,-1008
3622365,-124,4,-1012
3622390,-128,0,-1016
3622405,-128,8,-1020
3622425,-136,12,-1032
3622446,-144,20,-1028
3622466,-140,24,-1040
3622486,-144,32,-1036
3622507,-140,36,-1040
3622528,-136,32,-1044
3622548,-140,36,-1048
3622568,-148,44,-1052
3622589,-148,48,-1060
3622618,-148,52,-1052
3622629,-152,52,-1068
3622649,-148,60,-1064
3622669,-148,52,-1060
3622689,-148,60,-1060
3622709,-148,52,-1060
3622730,-140,52,-1060
3622750,-152,60,-1052
3622770,-144,60,-1060
3622791,-144,64,-1056
3622811,-148,56,-1056
3622831,-148,64,-1060
3622854,-148,64,-1060
3622872,-148,64,-1056
3622892,-148,68,-1060
3622913,-152,64,-1060
3622933,-148,56,-1052
3622953,-144,60,-1052
3622973,-144,60,-1052
3622994,-140,56,-1048
3623014,-144,56,-1048
3623034,-148,60,-1048
3623055,-148,56,-1032
3623075,-156,60,-1032
3623098,-140,56,-1032
3623116,-144,48,-1032
3623136,-152,40,-1028
3623156,-148,44,-1032
3623177,-144,48,-1020
3623197,-152,48,-1020
3623217,-144,44,-1012
3623237,-148,28,-1004
3623258,-140,36,-1000
3623278,-132,32,-1008
3623298,-144,24,-992
3623326,-140,32,-992
3623339,-144,28,-992
3623359,-132,16,-980
3623380,-136,20,-972
3623400,-136,16,-964
3623420,-124,16,-972
3623440,-124,4,-968
3623461,-124,8,-964
3623481,-124,0,-960
3623501,-120,8,-956
3623522,-124,0,-948
3623542,-116,-16,-948
3623562,-120,-4,-948
3623586,-124,-4,-960
3623603,-124,-8,-944
3623623,-120,-8,-944
3623644,-112,-12,-948
3623664,-116,-20,-952
3623684,-108,-16,-952
3623705,-116,-20,-960
3623725,-116,-16,-944
3623745,-104,-8,-952
3623765,-120,-16,-952
3623786,-116,-28,-956
3623806,-112,-20,-960
3623830,-108,-24,-948
3623847,-116,-28,-972
3623867,-112,-36,-968
3623887,-108,-28,-968
3623908,-108,-44,-964
3623928,-108,-44,-968
3623948,-116,-40,-964
3623969,-104,-36,-972
3623989,-100,-40,-968
3624009,-108,-40,-972
3624029,-108,-44,-980
3624058,-116,-44,-992
3624070,-116,-44,-976
3624090,-100,-48,-972
3624111,-100,-44,-972
3624131,-104,-40,-964
3624151,-112,-44,-972
3624172,-116,-40,-968
3624192,-116,-44,-968
3624212,-116,-28,-980
3624233,-116,-28,-976
3624253,-112,-32,-980
3624273,-112,-36,-972
3624298,-108,-32,-976
3624313,-116,-40,-980
3624334,-116,-28,-984
3624354,-112,-24,-988
3624374,-124,-12,-996
3624395,-132,-4,-1004
3624416,-132,4,-1000
3624436,-124,0,-1004
3624456,-128,4,-1012
3624476,-128,8,-1012
3624496,-140,12,-1028
3624517,-140,20,-1024
3624542,-136,20,-1028
3624557,-136,20,-1032
3624577,-140,24,-1040
3624598,-140,24,-1040
3624618,-144,40,-1044
3624638,-140,40,-1040
3624659,-144,36,-1044
3624680,-148,36,-1048
3624700,-140,40,-1048
3624720,-140,40,-1056
3624741,-140,44,-1060
3624770,-140,48,-1052
3624781,-140,56,-1064
3624801,-140,60,-1060
3624821,-152,56,-1056
3624841,-152,64,-1068
3624862,-140,60,-1064
3624882,-152,68,-1072
3624902,-144,64,-1068
3624923,-152,72,-1064
3624943,-148,64,-1060
3624963,-144,64,-1048
3624983,-140,64,-1056
3625006,-144,56,-1060
3625024,-144,60,-1064
3625044,-152,60,-1060
3625064,-140,64,-1056
3625085,-148,68,-1056
3625105,-144,68,-1048
3625125,-140,64,-1052
3625146,-144,48,-1048
3625166,-152,56,-1048
3625186,-144,56,-1052
3625207,-140,48,-1028
3625227,-148,40,-1032
3625250,-148,52,-1020
3625268,-136,40,-1016
3625288,-144,44,-1016
3625308,-148,40,-1004
3625329,-140,36,-1004
3625349,-136,28,-992
3625369,-140,32,-996
3625389,-144,28,-992
3625410,-140,32,-992
3625430,-140,40,-988
3625450,-140,32,-980
3625471,-140,12,-972
3625494,-128,16,-960
3625511,-132,12,-960
3625532,-132,12,-960
3625552,-124,12,-956
3625572,-124,12,-960
3625593,-124,4,-956
3625613,-124,4,-956
3625633,-132,8,-964
3625653,-128,4,-952
3625674,-124,-4,-956
3625694,-112,-12,-952
3625714,-116,-12,-948
3625842,-112,-24,-944
3625846,-112,-24,-944
3625850,-112,-24,-944
3625854,-112,-24,-944
3625858,-108,-36,-964
3625862,-108,-36,-964
3625866,-108,-36,-964
3625877,-116,-20,-960
3625897,-112,-32,-956
3625917,-112,-32,-960
3625938,-116,-36,-968
3625958,-108,-36,-960
3625978,-112,-28,-956
3625999,-112,-36,-964
3626019,-116,-36,-968
3626039,-108,-36,-972
3626060,-88,24,-932
3626080,-148,-24,-948
3626100,-116,-36,-976
