Time (milliseconds),X,Y,Z
3581907,-124,-20,-976
3581927,-120,-12,-976
3581947,-120,-12,-980
3581968,-116,-16,-976
3581988,-120,-16,-980
3582008,-120,-24,-980
3582028,-120,-20,-984
3582049,-112,-8,-992
3582069,-124,-16,-992
3582094,-116,-12,-976
3582110,-112,-12,-988
3582130,-124,-16,-980
3582150,-112,-12,-996
3582171,-120,-4,-992
3582191,-120,-4,-996
3582211,-128,0,-996
3582232,-116,0,-996
3582252,-120,8,-996
3582272,-120,-4,-992
3582293,-116,0,-1008
3582313,-116,8,-1012
3582338,-128,20,-1008
3582353,-132,24,-1020
3582373,-124,32,-1020
3582394,-144,28,-1028
3582414,-132,28,-1032
3582434,-132,40,-1024
3582455,-140,40,-1032
3582475,-140,44,-1032
3582496,-136,52,-1048
3582516,-132,40,-1044
3582536,-140,52,-1044
3582557,-140,56,-1044
3582582,-140,56,-1056
3582597,-144,48,-1052
3582617,-140,60,-1052
3582637,-128,60,-1064
3582658,-136,68,-1056
3582678,-136,56,-1056
3582698,-136,64,-1064
3582719,-136,56,-1060
3582739,-136,64,-1052
3582760,-128,68,-1060
3582780,-140,60,-1052
3582810,-140,64,-1064
3582821,-132,64,-1056
3582841,-132,64,-1052
3582861,-136,64,-1056
3582881,-132,64,-1052
3582901,-128,72,-1052
3582922,-136,64,-1052
3582942,-132,60,-1052
3582962,-128,60,-1056
3582983,-136,64,-1048
3583003,-124,64,-1040
3583023,-132,64,-1036
3583046,-136,60,-1036
3583064,-136,52,-1036
3583084,-136,60,-1032
3583105,-136,64,-1036
3583125,-140,52,-1036
3583145,-132,48,-1024
3583165,-132,56,-1028
3583185,-128,44,-1008
3583206,-128,48,-1008
3583226,-128,44,-1000
3583246,-128,48,-1000
3583266,-128,48,-996
3583287,-136,40,-988
3583308,-116,36,-972
3583327,-128,36,-976
3583348,-124,40,-976
3583368,-128,32,-964
3583388,-128,28,-972
3583409,-120,20,-968
3583429,-120,28,-960
3583449,-124,24,-960
3583470,-128,24,-956
3583490,-124,24,-948
3583510,-124,20,-960
3583650,-120,8,-944
3583654,-124,8,-956
3583658,-124,8,-956
3583662,-124,8,-956
3583666,-124,8,-956
3583670,-124,8,-956
3583674,-120,4,-948
3583678,-120,4,-948
3583693,-116,0,-944
3583713,-120,-4,-956
3583733,-112,-4,-960
3583754,-116,0,-960
3583782,-108,-4,-948
3583794,-120,-8,-960
3583815,-124,-16,-968
3583835,-116,-12,-956
3583855,-120,-4,-968
3583876,-124,-12,-972
3583896,-120,-4,-968
3583916,-124,-12,-972
3583937,-128,-4,-968
3583957,-120,-4,-972
3583977,-116,-12,-976
3583997,-124,-8,-976
3584026,-120,-16,-976
3584038,-116,-8,-972
3584058,-120,-20,-976
3584079,-120,-16,-968
3584099,-120,-16,-976
3584119,-124,-12,-980
3584139,-128,-16,-988
3584160,-124,-12,-984
3584180,-120,-16,-984
3584201,-112,-12,-988
3584221,-120,-8,-988
3584241,-112,-20,-992
3584266,-116,-12,-988
3584282,-120,0,-996
3584302,-120,-12,-996
3584322,-120,4,-1000
3584343,-116,-8,-996
3584363,-116,-4,-1004
3584384,-124,8,-1004
3584404,-124,8,-1008
3584424,-124,20,-1008
3584444,-136,32,-1012
3584465,-128,24,-1016
3584485,-132,24,-1024
3584510,-136,28,-1024
3584525,-132,24,-1028
3584545,-128,28,-1024
3584566,-144,36,-1036
3584586,-140,40,-1036
3584606,-140,36,-1036
3584627,-144,44,-1036
3584648,-140,52,-1044
3584668,-136,52,-1044
3584688,-132,52,-1052
3584709,-140,56,-1056
3584729,-144,60,-1064
3584754,-140,56,-1052
3584769,-140,64,-1068
3584789,-148,64,-1060
3584809,-132,56,-1056
3584830,-140,56,-1060
3584850,-136,64,-1052
3584870,-148,64,-1056
3584891,-132,64,-1064
3584912,-144,64,-1052
3584932,-132,64,-1052
3584951,-136,60,-1060
3584974,-136,68,-1052
3584993,-132,64,-1060
3585012,-132,64,-1052
3585032,-132,60,-1052
3585053,-140,64,-1056
3585073,-136,60,-1044
3585093,-132,64,-1048
3585114,-136,64,-1048
3585134,-132,64,-1048
3585154,-132,64,-1040
3585175,-132,56,-1036
3585195,-132,60,-1032
3585218,-124,48,-1020
3585236,-128,52,-1024
3585256,-128,60,-1032
3585276,-132,52,-1024
3585297,-132,56,-1012
3585317,-128,48,-1004
3585337,-120,44,-996
3585357,-128,40,-1004
3585378,-128,52,-996
3585398,-128,44,-1000
3585418,-132,44,-1000
3585439,-136,36,-984
3585462,-128,28,-976
3585479,-120,40,-980
3585500,-120,36,-968
3585520,-124,28,-972
3585540,-120,36,-976
3585560,-120,32,-968
3585581,-124,20,-972
3585601,-116,20,-956
3585621,-124,20,-956
3585642,-124,4,-952
3585662,-120,4,-956
3585682,-112,0,-944
3585706,-124,4,-948
3585723,-124,12,-952
3585743,-124,8,-948
3585764,-120,8,-948
3585784,-112,4,-952
3585804,-124,0,-952
3585825,-116,-8,-956
3585845,-116,-8,-956
3585865,-112,0,-952
3585885,-116,-4,-956
3585905,-112,4,-960
3585926,-112,-4,-960
3585954,-112,-12,-968
3585967,-116,-4,-964
3585987,-116,-12,-968
3586007,-124,0,-968
3586028,-124,-12,-964
3586048,-120,-8,-968
3586068,-124,-12,-972
3586089,-120,-12,-980
3586109,-120,-8,-972
3586129,-124,-12,-988
3586149,-124,-20,-976
3586169,-124,-16,-984
3586198,-112,-20,-964
3586210,-120,-24,-972
3586230,-124,-12,-984
3586251,-116,-20,-976
3586271,-116,-20,-992
3586291,-120,-12,-976
3586312,-116,-12,-984
3586332,-116,-12,-984
3586353,-120,-12,-988
3586373,-112,-4,-988
3586393,-120,-12,-988
3586413,-120,-4,-992
3586438,-120,0,-996
3586453,-120,-4,-988
3586474,-124,8,-1008
3586494,-124,4,-1012
3586514,-128,4,-1004
3586535,-128,16,-1016
3586556,-124,12,-1008
3586576,-132,28,-1016
3586596,-132,28,-1012
3586616,-132,36,-1028
3586636,-132,32,-1020
3586657,-128,36,-1032
3586682,-148,40,-1036
3586697,-136,40,-1032
3586717,-136,32,-1032
3586738,-144,36,-1044
3586758,-132,48,-1048
3586778,-144,52,-1036
3586799,-136,52,-1048
3586819,-140,52,-1048
3586839,-132,56,-1052
3586859,-132,60,-1056
3586880,-136,56,-1060
3586900,-136,56,-1056
3586926,-136,56,-1056
3586941,-132,60,-1056
3586961,-136,60,-1056
3586981,-140,56,-1060
3587002,-140,64,-1064
3587022,-140,68,-1068
3587042,-136,68,-1064
3587062,-136,68,-1056
3587083,-128,68,-1064
3587103,-140,64,-1056
3587123,-136,60,-1048
3587146,-132,60,-1060
3587164,-136,64,-1040
3587184,-144,68,-1052
3587205,-128,56,-1048
3587225,-136,68,-1044
3587245,-140,64,-1036
3587265,-128,64,-1036
3587286,-128,52,-1040
3587306,-128,52,-1036
3587327,-144,60,-1040
3587347,-136,48,-1032
3587367,-128,48,-1020
3587498,-136,32,-992
3587502,-136,32,-992
3587506,-136,32,-992
3587510,-128,44,-1000
3587514,-128,44,-1000
3587518,-128,44,-1000
3587522,-128,44,-1000
3587529,-136,32,-984
3587550,-128,32,-976
3587570,-128,32,-980
3587590,-128,40,-968
3587611,-120,28,-976
3587634,-132,28,-972
3587651,-124,36,-976
3587672,-120,28,-960
3587692,-124,20,-964
3587712,-124,16,-972
3587733,-124,24,-964
3587753,-124,24,-964
3587773,-120,24,-956
3587793,-128,12,-964
3587814,-112,12,-956
3587834,-120,12,-956
3587854,-116,4,-964
3587878,-112,4,-960
3587895,-112,4,-956
3587915,-116,-4,-956
3587936,-120,-8,-952
3587956,-108,-8,-960
3587976,-120,-4,-956
3587997,-120,-4,-960
3588017,-116,-12,-956
3588037,-112,-12,-952
3588057,-120,-8,-960
3588078,-116,-8,-952
3588098,-120,-4,-968
3588122,-116,0,-956
3588139,-120,-8,-976
3588159,-120,-16,-980
3588179,-120,-16,-972
3588200,-120,-16,-968
3588220,-116,-20,-968
3588240,-120,-8,-972
3588261,-120,-16,-976
3588281,-116,-12,-976
3588301,-120,-24,-976
3588321,-116,-16,-976
3588341,-116,-24,-972
3588370,-116,-24,-984
3588382,-116,-8,-980
3588402,-112,-12,-980
3588422,-120,-24,-988
3588444,-124,-16,-980
3588464,-124,-16,-992
3588484,-116,-16,-996
3588505,-120,-8,-984
3588525,-108,-8,-992
3588545,-120,-12,-988
3588565,-132,-4,-996
3588585,-120,-8,-1004
3588610,-124,4,-1004
3588626,-136,12,-1008
3588646,-132,8,-1012
3588666,-128,12,-1004
3588687,-132,8,-1008
3588707,-124,20,-1004
3588727,-128,16,-1016
3588747,-136,16,-1020
3588768,-136,24,-1028
3588788,-136,36,-1036
3588808,-140,36,-1036
3588829,-136,48,-1040
3588854,-136,52,-1048
3588869,-136,48,-1040
3588889,-132,40,-1044
3588910,-140,40,-1052
3588930,-140,48,-1052
3588950,-136,52,-1044
3588971,-140,48,-1052
3588991,-140,52,-1048
3589011,-132,56,-1060
3589032,-132,52,-1056
3589052,-136,56,-1056
3589082,-136,56,-1068
3589093,-136,52,-1060
3589113,-140,56,-1060
3589133,-140,60,-1060
3589153,-132,60,-1060
3589174,-136,64,-1060
3589194,-136,68,-1048
3589214,-136,60,-1060
3589235,-140,60,-1060
3589255,-132,64,-1056
3589275,-136,56,-1056
3589296,-132,72,-1044
3589318,-132,64,-1048
3589336,-140,56,-1048
3589357,-136,60,-1044
3589377,-132,60,-1044
3589397,-128,52,-1036
3589417,-136,60,-1032
3589438,-132,56,-1040
3589458,-128,60,-1036
3589478,-136,60,-1040
3589499,-128,56,-1028
3589519,-132,56,-1032
3589539,-132,48,-1020
3589562,-136,44,-1000
3589580,-132,48,-1004
3589600,-140,48,-1004
3589621,-132,36,-1004
3589641,-124,48,-1012
3589661,-132,40,-1000
3589681,-132,44,-988
3589702,-128,40,-988
3589722,-128,32,-976
3589742,-116,28,-980
3589763,-128,32,-972
3589790,-132,28,-976
3589803,-124,20,-972
3589823,-124,20,-960
3589844,-116,16,-960
3589864,-112,12,-952
3589885,-120,4,-960
3589905,-120,12,-956
3589925,-124,16,-948
3589945,-120,16,-956
3589965,-120,12,-952
3589986,-120,0,-944
3590006,-120,4,-956
3590026,-116,4,-952
3590050,-112,0,-952
3590068,-120,0,-952
3590088,-120,4,-956
3590108,-124,0,-956
3590128,-124,0,-960
3590148,-112,0,-964
3590168,-120,-16,-960
3590189,-120,-12,-956
3590209,-116,-4,-960
3590229,-124,-12,-964
3590250,-120,-4,-968
3590270,-124,-12,-968
3590294,-120,-12,-976
3590311,-120,-20,-980
3590332,-116,-8,-976
3590352,-124,-16,-976
3590372,-116,-28,-972
3590392,-116,-12,-976
3590412,-120,-20,-968
3590432,-120,-16,-976
3590453,-124,-20,-976
3590473,-120,-16,-976
3590493,-124,-12,-984
3590513,-120,-16,-980
3590538,-116,-24,-980
3590554,-116,-16,-976
3590574,-116,-12,-980
3590595,-112,-24,-984
3590615,-120,-16,-984
3590635,-120,-4,-988
3590656,-112,-12,-988
3590676,-128,-12,-992
3590696,-124,-4,-984
3590717,-132,0,-992
3590737,-120,-4,-1000
3590757,-124,4,-996
3590782,-128,4,-996
3590798,-120,8,-1004
3590818,-128,12,-1020
3590838,-124,16,-1020
3590859,-132,20,-1024
3590879,-136,20,-1024
3590899,-136,24,-1032
3590920,-132,32,-1036
3590940,-140,32,-1032
3590960,-140,32,-1032
3590981,-140,44,-1048
3591001,-132,44,-1048
3591021,-140,48,-1052
3591041,-140,52,-1044
3591062,-136,44,-1032
3591082,-140,44,-1048
3591102,-140,44,-1044
3591123,-140,56,-1052
3591143,-140,52,-1056
3591164,-136,60,-1064
3591184,-144,52,-1060
3591204,-140,64,-1064
3591224,-144,68,-1064
3591358,-136,60,-1052
3591362,-136,60,-1052
3591366,-140,68,-1060
3591370,-140,68,-1060
3591374,-140,68,-1060
3591378,-140,68,-1060
3591382,-140,68,-1060
3591386,-132,68,-1036
3591407,-136,64,-1056
3591427,-132,64,-1052
3591448,-132,64,-1056
3591468,-136,68,-1052
3591494,-140,60,-1048
3591509,-128,56,-1044
3591529,-136,60,-1040
3591549,-136,56,-1032
3591569,-140,68,-1040
3591589,-132,60,-1036
3591610,-128,56,-1032
3591630,-132,56,-1032
3591650,-136,60,-1024
3591671,-132,48,-1004
3591692,-132,44,-1004
3591718,-132,40,-1008
3591732,-124,48,-996
3591752,-136,48,-1000
3591773,-132,40,-1004
3591793,-128,48,-996
3591813,-120,36,-992
3591833,-132,44,-980
3591853,-132,32,-988
3591874,-124,20,-976
3591894,-124,28,-976
3591914,-128,24,-984
3591935,-120,24,-968
3591962,-124,24,-968
3591976,-120,28,-960
3591996,-124,20,-952
3592016,-124,16,-952
3592037,-120,20,-968
3592057,-124,24,-956
3592077,-120,12,-948
3592097,-120,16,-948
3592117,-112,4,-948
3592138,-120,-4,-952
3592158,-112,-4,-956
3592178,-116,0,-952
3592198,-116,-4,-940
3592222,-116,4,-944
3592239,-116,-12,-944
3592259,-120,4,-956
3592280,-116,-12,-960
3592300,-128,-8,-964
3592320,-120,-12,-960
3592340,-124,-20,-968
3592361,-116,-12,-960
3592381,-120,-8,-960
3592401,-124,-12,-956
3592422,-120,-16,-964
3592442,-124,-24,-976
3592466,-116,-12,-976
3592483,-120,-16,-976
3592503,-124,-12,-980
3592523,-112,-20,-976
3592544,-120,-16,-972
3592564,-124,-20,-980
3592584,-116,-20,-984
3592605,-124,-20,-976
3592625,-124,-16,-992
3592645,-116,-24,-984
3592665,-120,-24,-988
3592694,-112,-20,-976
3592706,-116,-28,-980
3592726,-116,-28,-984
3592747,-124,-16,-980
3592767,-120,-8,-996
3592787,-120,-16,-988
3592808,-124,-12,-992
3592828,-124,-8,-988
3592848,-116,-4,-996
3592869,-116,-8,-988
3592889,-120,0,-996
3592909,-124,-4,-1008
3592934,-128,0,-1000
3592950,-132,16,-1012
3592970,-128,12,-1016
3592990,-128,24,-1020
3593010,-132,16,-1024
3593031,-140,20,-1024
3593051,-132,24,-1032
3593072,-132,24,-1036
3593092,-128,32,-1028
3593112,-136,40,-1048
3593133,-144,32,-1044
3593153,-140,48,-1056
3593178,-148,44,-1044
3593193,-132,48,-1048
3593213,-136,44,-1052
3593234,-140,56,-1056
3593254,-140,52,-1056
3593274,-140,56,-1060
3593295,-140,56,-1056
3593315,-140,56,-1060
3593335,-136,56,-1056
3593356,-136,64,-1052
3593376,-140,64,-1056
3593397,-132,56,-1056
3593422,-144,56,-1048
3593437,-136,64,-1060
3593457,-136,60,-1056
3593477,-140,68,-1060
3593498,-144,68,-1048
3593518,-136,64,-1056
3593538,-136,60,-1052
3593559,-128,52,-1044
3593580,-136,68,-1048
3593600,-140,60,-1056
3593620,-136,68,-1044
3593646,-140,68,-1052
3593661,-132,60,-1052
3593681,-132,64,-1044
3593701,-132,52,-1040
3593721,-128,52,-1040
3593741,-140,60,-1044
3593762,-140,52,-1032
3593782,-128,52,-1032
3593802,-136,60,-1024
3593823,-140,56,-1028
3593844,-140,48,-1028
3593864,-128,60,-1016
3593894,-132,48,-1012
3593904,-132,40,-996
3593925,-128,44,-988
3593945,-132,40,-984
3593965,-128,32,-976
3593985,-124,40,-976
3594005,-128,36,-972
3594025,-132,28,-984
3594046,-132,32,-976
3594066,-124,28,-972
3594086,-116,28,-972
3594107,-124,16,-964
3594130,-128,20,-952
3594147,-116,16,-960
3594167,-124,12,-960
3594188,-120,4,-956
3594208,-116,12,-952
3594228,-120,4,-936
3594249,-112,8,-956
3594269,-112,0,-948
3594289,-116,4,-944
3594310,-116,-4,-956
3594330,-120,0,-948
3594350,-116,0,-948
3594378,-120,-4,-948
3594391,-116,-8,-944
3594411,-116,-8,-960
3594431,-112,-4,-960
3594452,-116,-12,-960
3594472,-124,-8,-956
3594492,-124,-4,-968
3594513,-120,-12,-964
3594533,-120,-16,-964
3594553,-120,-16,-968
3594574,-120,-20,-964
3594594,-116,-16,-964
3594622,-128,-16,-976
3594635,-124,-20,-968
3594655,-124,-20,-980
3594675,-116,-16,-968
3594696,-116,-24,-972
3594716,-116,-16,-972
3594736,-108,-12,-968
3594756,-116,-24,-972
3594777,-120,-24,-980
3594797,-116,-24,-976
3594817,-116,-20,-984
3594838,-112,-20,-980
3594862,-112,-16,-980
3594878,-116,-20,-988
3594899,-116,-12,-992
3594919,-120,-20,-996
3594939,-116,-8,-996
3594960,-128,-12,-988
3594980,-120,-12,-988
3595000,-116,-8,-1004
3595021,-116,-4,-1004
3595041,-120,0,-1004
3595061,-124,-4,-1012
3595081,-128,4,-1012
3595210,-132,20,-1020
3595214,-132,20,-1020
3595218,-132,20,-1020
3595222,-132,20,-1020
3595226,-128,28,-1032
3595230,-128,28,-1032
3595234,-128,28,-1032
3595244,-136,28,-1040
3595264,-136,44,-1048
3595285,-144,44,-1044
3595305,-140,44,-1048
3595334,-136,48,-1056
3595345,-140,44,-1048
3595365,-144,52,-1068
3595386,-140,56,-1064
3595406,-144,68,-1060
3595426,-144,48,-1060
3595447,-128,52,-1064
3595467,-132,56,-1060
3595487,-136,56,-1056
3595508,-148,68,-1068
3595528,-144,68,-1060
3595549,-140,68,-1056
3595574,-128,80,-1052
3595589,-136,68,-1056
3595609,-132,56,-1052
3595629,-132,64,-1052
3595650,-136,68,-1052
3595670,-132,68,-1044
3595690,-136,60,-1044
3595711,-140,64,-1044
3595732,-144,68,-1044
3595752,-144,72,-1052
3595771,-140,60,-1044
3595792,-132,68,-1048
3595814,-132,64,-1036
3595832,-140,56,-1036
3595853,-140,64,-1024
3595873,-132,52,-1016
3595893,-132,68,-1028
3595914,-136,64,-1032
3595934,-136,56,-1016
3595954,-128,64,-1020
3595974,-132,56,-1024
3595995,-128,52,-1004
3596015,-136,44,-1000
3596042,-124,40,-996
3596055,-128,48,-992
3596076,-128,40,-1000
3596096,-128,40,-976
3596116,-128,40,-976
3596137,-128,28,-976
3596157,-132,24,-972
3596177,-124,24,-972
3596198,-128,24,-980
3596218,-120,32,-964
3596238,-124,28,-968
3596259,-120,20,-956
3596286,-116,12,-960
3596299,-120,0,-960
3596320,-120,-8,-952
3596340,-116,4,-940
3596360,-116,4,-948
3596381,-128,0,-948
3596401,-120,0,-952
3596421,-120,0,-956
3596441,-112,-4,-956
3596462,-120,-12,-956
3596482,-116,-12,-956
3596502,-120,-16,-948
3596523,-116,-8,-952
3596546,-124,-8,-936
3596563,-120,-8,-952
3596584,-124,-8,-964
3596604,-116,-12,-964
3596624,-116,-20,-964
3596645,-116,-20,-960
3596665,-112,-16,-964
3596685,-116,-20,-956
3596705,-116,-24,-956
3596726,-112,-20,-968
3596746,-120,-20,-972
3596766,-124,-32,-980
3596790,-112,-32,-976
3596807,-112,-20,-972
3596827,-108,-20,-976
3596848,-124,-16,-972
3596868,-116,-32,-976
3596888,-108,-28,-984
3596909,-112,-32,-984
3596929,-108,-32,-984
3596949,-108,-32,-984
3596969,-116,-24,-976
3596990,-112,-20,-980
3597014,-108,-28,-980
3597030,-104,-24,-984
3597051,-108,-24,-976
3597071,-104,-24,-992
3597091,-104,-16,-988
3597112,-116,-4,-992
3597132,-112,-4,-992
3597152,-124,12,-1000
3597173,-128,0,-1004
3597193,-120,0,-1008
3597213,-120,4,-1012
3597233,-124,8,-1008
3597258,-136,20,-1028
3597274,-136,32,-1032
3597294,-140,44,-1024
3597315,-136,40,-1024
3597335,-136,24,-1032
3597356,-136,28,-1040
3597376,-140,44,-1052
3597396,-148,44,-1040
3597417,-140,52,-1052
3597437,-148,60,-1052
3597457,-152,44,-1048
3597477,-140,52,-1048
3597502,-140,56,-1060
3597517,-148,60,-1048
3597538,-140,64,-1056
3597558,-144,60,-1056
3597578,-140,64,-1052
3597599,-148,72,-1060
3597620,-144,72,-1064
3597640,-148,72,-1060
3597660,-136,76,-1060
3597681,-152,76,-1056
3597701,-148,76,-1056
3597730,-148,76,-1056
3597741,-144,72,-1056
3597761,-152,80,-1056
3597781,-148,72,-1064
3597802,-148,76,-1060
3597822,-144,84,-1056
3597842,-140,76,-1060
3597863,-156,84,-1048
3597883,-140,72,-1056
3597903,-144,64,-1048
3597923,-144,76,-1056
3597944,-144,64,-1056
3597966,-152,68,-1040
3597985,-152,76,-1044
3598005,-144,76,-1036
3598025,-144,64,-1032
3598045,-148,68,-1036
3598065,-144,52,-1024
3598086,-140,48,-1012
3598106,-140,52,-1016
3598126,-136,52,-1004
3598147,-144,52,-1004
3598167,-140,52,-996
3598187,-136,44,-996
3598210,-128,36,-984
3598228,-136,44,-988
3598248,-136,36,-984
3598269,-136,36,-976
3598289,-132,28,-980
3598309,-128,24,-972
3598329,-124,20,-964
3598350,-128,12,-960
3598370,-124,12,-952
3598390,-124,4,-948
3598411,-120,8,-948
3598431,-116,12,-948
3598454,-112,0,-940
3598472,-112,-4,-952
3598492,-116,0,-940
3598512,-116,-4,-952
3598533,-116,0,-948
3598553,-112,-8,-948
3598573,-104,-12,-948
3598593,-104,-16,-948
3598614,-108,-16,-952
3598634,-104,-20,-952
3598654,-104,-16,-948
3598675,-104,-24,-948
3598702,-100,-16,-944
3598715,-100,-24,-956
3598736,-100,-24,-956
3598756,-104,-28,-960
3598776,-108,-28,-960
3598797,-112,-36,-972
3598817,-116,-36,-968
3598837,-104,-32,-968
3598857,-104,-28,-964
3598878,-108,-40,-976
3598898,-100,-36,-976
3598918,-116,-36,-956
3599058,-108,-40,-984
3599062,-116,-40,-976
3599066,-116,-40,-976
3599070,-116,-40,-976
3599074,-116,-40,-976
3599078,-116,-40,-976
3599082,-108,-24,-992
3599086,-108,-24,-992
3599101,-112,-24,-988
3599121,-108,-24,-980
3599141,-116,-20,-968
3599170,-100,-24,-992
3599182,-108,-28,-984
3599202,-108,-12,-984
3599223,-116,-12,-996
3599244,-116,0,-1000
3599264,-120,4,-1004
3599284,-136,0,-1008
3599304,-128,8,-1008
3599324,-128,12,-1016
3599344,-132,20,-1020
3599365,-136,24,-1020
3599385,-136,32,-1032
3599410,-148,40,-1024
3599426,-136,44,-1036
3599446,-136,36,-1040
3599466,-136,36,-1036
3599487,-144,44,-1040
3599508,-152,52,-1044
3599528,-144,52,-1048
3599548,-140,56,-1060
3599569,-148,56,-1044
3599589,-144,60,-1056
3599609,-148,68,-1052
3599629,-148,72,-1064
3599654,-144,76,-1068
3599669,-148,72,-1064
3599689,-148,68,-1068
3599710,-148,76,-1060
3599730,-148,84,-1064
3599751,-156,84,-1064
3599771,-160,76,-1060
3599791,-152,80,-1060
3599811,-144,84,-1064
3599832,-156,80,-1060
3599852,-152,84,-1060
3599882,-164,88,-1064
3599892,-152,76,-1060
3599913,-156,80,-1060
3599933,-152,76,-1052
3599953,-152,68,-1048
3599974,-156,76,-1048
3599994,-152,68,-1056
3600014,-148,64,-1044
3600035,-148,68,-1044
3600055,-152,72,-1052
3600075,-144,76,-1036
3600096,-152,68,-1036
3600118,-156,64,-1040
3600136,-148,56,-1024
3600157,-144,56,-1020
3600177,-148,56,-1024
3600197,-144,52,-1012
3600217,-136,48,-1004
3600238,-140,40,-1008
3600258,-144,44,-1000
3600278,-136,40,-996
3600299,-144,40,-984
3600319,-132,36,-984
3600339,-132,32,-972
3600362,-128,32,-972
3600380,-132,28,-980
3600400,-128,20,-968
3600420,-132,16,-960
3600441,-120,12,-964
3600461,-120,0,-948
3600481,-112,4,-944
3600502,-116,8,-948
3600522,-112,4,-944
3600542,-116,-4,-948
3600563,-120,-4,-948
3600583,-112,0,-944
3600606,-116,-8,-948
3600624,-108,-12,-944
3600644,-108,-8,-948
3600664,-112,-16,-952
3600685,-116,-12,-956
3600705,-104,-16,-944
3600725,-112,-20,-952
3600745,-108,-20,-956
3600765,-104,-24,-960
3600786,-96,-20,-956
3600806,-100,-28,-964
3600826,-104,-28,-956
3600854,-104,-32,-956
3600867,-104,-24,-964
3600888,-104,-32,-968
3600908,-104,-44,-968
3600928,-100,-40,-964
3600949,-112,-40,-964
3600969,-104,-40,-972
3600989,-100,-44,-968
3601009,-100,-40,-964
3601029,-104,-40,-976
3601050,-104,-44,-968
3601070,-108,-40,-972
3601094,-108,-36,-976
3601111,-108,-36,-976
3601131,-104,-36,-976
3601152,-100,-28,-976
3601172,-104,-28,-976
3601192,-100,-32,-972
3601213,-104,-24,-980
3601233,-112,-24,-980
3601253,-108,-16,-980
3601273,-116,-16,-992
3601293,-112,-16,-988
3601322,-120,-24,-996
3601334,-116,-4,-996
3601354,-116,0,-1004
3601375,-124,0,-996
3601395,-128,8,-1008
3601416,-136,12,-1000
3601435,-132,4,-1004
3601456,-128,16,-1016
3601476,-128,8,-1016
3601497,-132,16,-1020
3601516,-136,28,-1024
3601537,-136,32,-1028
3601566,-136,32,-1036
3601577,-140,52,-1040
3601598,-140,52,-1040
3601618,-140,44,-1044
3601638,-144,48,-1044
3601659,-132,40,-1048
3601679,-144,48,-1056
3601699,-144,56,-1056
3601720,-156,60,-1068
3601740,-148,60,-1052
3601760,-152,72,-1060
3601781,-144,72,-1064
3601806,-144,72,-1060
3601821,-152,68,-1064
3601841,-148,76,-1064
3601862,-152,80,-1068
3601882,-144,68,-1064
3601902,-148,76,-1064
3601923,-148,76,-1056
3601943,-156,80,-1060
3601963,-152,84,-1060
3601984,-156,68,-1060
3602004,-160,80,-1060
3602024,-156,68,-1052
3602050,-156,68,-1052
3602065,-156,72,-1060
3602085,-156,72,-1060
3602105,-156,72,-1052
3602126,-156,72,-1056
3602146,-152,68,-1052
3602166,-156,68,-1044
3602186,-148,60,-1040
3602207,-144,56,-1032
3602227,-148,60,-1024
3602248,-148,56,-1024
3602274,-144,44,-1024
3602288,-148,60,-1012
3602309,-140,48,-1016
3602329,-140,48,-1008
3602349,-144,56,-1012
3602369,-140,52,-1000
3602389,-140,48,-996
3602410,-140,36,-988
3602430,-136,36,-980
3602450,-136,28,-980
3602471,-136,32,-972
3602491,-132,28,-976
3602514,-128,20,-976
3602532,-132,28,-964
3602552,-132,20,-960
3602573,-128,8,-956
3602593,-132,12,-960
3602613,-120,8,-960
3602633,-112,12,-956
3602653,-120,4,-960
3602674,-116,0,-952
3602694,-116,4,-956
3602714,-108,-12,-956
3602735,-104,-8,-956
3602850,-104,-24,-944
3602866,-96,-24,-956
3602870,-96,-24,-956
3602874,-96,-24,-956
3602878,-100,-24,-956
3602882,-100,-24,-956
3602886,-100,-24,-956
3602897,-96,-28,-952
3602917,-96,-24,-960
3602938,-104,-32,-948
3602958,-104,-28,-956
3602978,-100,-28,-952
3603006,-108,-28,-968
3603019,-96,-28,-964
3603040,-104,-44,-968
3603060,-116,-32,-968
3603080,-100,-40,-972
3603101,-108,-36,-960
3603121,-96,-40,-964
3603141,-104,-36,-972
3603161,-104,-40,-968
3603181,-112,-44,-968
3603201,-104,-28,-972
3603222,-108,-44,-976
3603246,-108,-52,-976
3603263,-112,-40,-968
3603284,-104,-40,-972
3603303,-104,-32,-972
3603323,-108,-28,-976
3603343,-112,-28,-972
3603364,-108,-24,-980
3603384,-108,-24,-980
3603404,-116,-20,-980
3603425,-108,-12,-988
3603445,-112,-16,-992
3603465,-112,-12,-996
3603490,-116,0,-996
3603506,-128,0,-992
3603526,-128,8,-1000
3603547,-136,4,-1008
3603567,-124,4,-1008
3603587,-128,16,-1008
3603607,-132,20,-1020
3603628,-136,28,-1020
3603648,-136,28,-1016
3603669,-136,40,-1024
3603689,-144,48,-1040
3603709,-144,48,-1036
3603734,-144,56,-1040
3603750,-144,44,-1044
3603770,-144,64,-1048
3603790,-148,64,-1048
3603811,-144,60,-1052
3603831,-148,60,-1060
3603851,-148,64,-1068
3603872,-148,64,-1064
3603892,-148,68,-1064
3603912,-152,64,-1060
3603932,-140,68,-1052
3603962,-152,60,-1056
3603973,-152,76,-1060
3603993,-148,64,-1056
3604013,-148,72,-1060
3604034,-156,64,-1060
